Word//word combination	Sentiment scores
всеблагий	1.5
всебічний	1.2
всебічно	1.2
всевишній	1.0
вселенський	1.5
всемогутня	2.0
всемогутній	1.5
всемогутність	1.4
всеосяжний	1.3333333333333333
всеохоплюючий	1.5
всеохопний	1.0
всепереможний	1.5
всепроникний	-2.0
всеросійський	1.5
всесвітньо відомий	2.0
всесвітній	1.5
всеукраїнський	1.2
всміхатися	1.5
всохлий	-1.0
встановлення записів	2.0
встигати	1.13
встигнути	1.0
встояти	1.0
вступний	1.0
всюди	1.2
всюдисущий	2.0
втиснути	-1.0
втома	-1.25
втомитися	-1.4
втомлений	-1.6
втомленість	-1.8
втомливо	-2.0
втомлюватися	-1.5333333333333332
вторгатися	-1.5
вторгнення	-1.3
вторгнутися	-2.0
втрата	-1.25
втрата волосся	-2.0
втрати	-2.0
втратити	-1.25
втрачати	-1.75
втриматися	1.0
втричі	-1.5
втрутитися	-1.0
втручання	-1.2
втручатися	-1.3
втягнути	-1.4
втягнуті	-2.0
втягувати	-1.5999999999999999
втік	-2.0
втікати	-1.5333333333333332
втілення	1.13
втілити	1.3766666666666667
втілитися	1.5
втілювати	1.3766666666666667
втіха	1.6
втішати	1.5
втішний	2.0
втішно	2.0
вужчі	-2.0
вуз	1.2
вузьколобий	-1.5
вуйко	-2.0
вулиця	1.0
вульгарний	-2.0
вундеркінд	2.0
вуу	2.0
вціліти	1.5
вчасний	1.2
вчасно	1.25
вчений	1.25
вчення	1.0
вчинений	-2.0
вчинити	-1.4000000000000001
вчителька	1.2
вчити	1.2
вчитися	1.63
вшанований	2.0
вшановувати	1.6
вшанування	1.8
вшанувати	1.8
вщент	-1.4
вібрація	-1.1
вібрував	-2.0
вібрувати	-1.1
вібруючий	-2.0
вібрує	-2.0
від радості	2.0
від усього серця	2.0
відбивати	-1.2
відбито	-2.0
відблиски	-2.0
відбування	-1.2
відбувати	-1.5
відбудовувати	1.5
відвага	1.5
відважний	1.9
відвертий	1.25
відвертість	1.6
відволікання уваги	-2.0
відволікати	-2.0
відволікатися	-1.2
відволікаючий	-2.0
відвідування	1.0
відганяти	-2.0
відгодовувати	1.0
відгороджувати	-2.0
відгородитися	-1.0
віддалятися	-1.0
відданий	1.5
віддано	1.0
відданість	1.4666666666666668
віддача	-2.0
віддаючи перевагу	2.0
віддає перевагу	2.0
віддячити	1.8
відділок	-2.0
відень	1.0
відзвітувати	1.0
відзначати	1.0
відзначився	2.0
відкат	-2.0
відкидати	-1.5
відкидаючи	-2.0
відкидає	-2.0
відкладений	-1.4
відкликати	-1.3
відключити	-2.0
відкритий	1.625
відкрито	1.3
відкриття	1.38
відкритість	1.19
відкусити	-1.2
відкушувати	-1.5
відлупцювати	-2.0
відлюдник	-1.2
відлюдькуватий	-1.4
відлітати	1.0
відмивання	-1.5
відмова	-1.38
відмовив	-2.0
відмовити	-1.6
відмовитись	-2.0
відмовитися	-1.5433333333333332
відмовлено	-2.0
відмовлятися	-1.3333333333333333
відмовляючи	-2.0
відмовляє	-2.0
відмовний	-1.5
відморожений	-1.2
відморозок	-2.0
відмінний	1.3766666666666667
відмінник	2.0
відмінниця	1.5
відмінно	1.6
відмінні	2.0
відмітна ознака	2.0
відмітні ознаки	2.0
відновити	1.0
відновитися	1.4
відновлений	1.7
відновлення	1.3333333333333333
відновлювальний	1.5
відновлюваний	1.2
відновлювати	1.4000000000000001
відносини	1.0
відняти	-2.0
відображати	1.0833333333333333
відомий	1.5
відомо	1.25
відповідально	1.7
відповідь	1.13
відпочивати	1.63
відпочинок	1.75
відпустка	1.38
відраза	-1.1
відрази	-2.0
відразливо	-2.0
відразливість	-2.0
відрахувати	-1.2
відректися	-2.0
відреставрований	1.5
відривистий	-2.0
відринутий	-1.5
відродження	1.2
відроджувати	2.0
відроджуватися	1.5
відроджує	2.0
відроджується	-2.0
відродити	2.0
відрубувати	-1.5
відрізати	-1.1333333333333333
відрізний	2.0
відсахнутися	-2.0
відсвяткувати	1.5
відсидка	-2.0
відставали	-2.0
відставання	-1.2
відставати	-1.0
відставка	-1.25
відсталі	-2.0
відстає	-2.0
відсторонення	-1.5
відсторонитися	-1.0
відстороняти	-1.5
відстоювати	1.6
відстрілювати	-1.8
відступати	-1.4
відступили	-2.0
відступити	-1.5
відсутній	-1.565
відсутність	-1.25
відсіву	-2.0
відторгнення	-1.5
відтяти	-2.0
відхилено	-2.0
відхиляти	-1.1333333333333333
відхилятися	-2.0
відходи	-2.0
відхожий	-1.5
відхідливий	2.0
відчай	-1.9
відчайдушний	-0.9
відчайдушно	-2.0
відчувати	1.5
відчуження	-1.69
відчужувати	-2.0
відшаровування	-1.0
відшкодування	1.2
відшкодувати	1.0
відштовхнути	-1.5
відштовхування	-2.0
відштовхувати	-1.2
відшукати	1.2
відщепенець	-2.0
відьма	-1.8
візантійський	-2.0
візіонер	2.0
війна	-1.5833333333333333
військовослужбовець	1.25
вікенд	1.4
віктимізувати	-2.0
віллиально	-2.0
віллизувати	-2.0
вільний	1.875
вільно	1.7
вільнодумний	1.5
вінок	1.0
віра	1.63
вірний	1.5
вірність	2.0
віроломний	-2.0
віроломно	-2.0
віртуозно	2.0
вірулентний	-2.0
вірулентно	-2.0
вірулентність	-2.0
вірус	-2.0
вірусний	-1.5999999999999999
вірусологічний	-1.75
віск	-2.0
віспа	-1.6
вість	1.4
вітальний	1.0
вітамін	1.75
вітання	1.2
вітати	1.7
вітатися	1.5
вітаю	2.0
вітерець	2.0
вічний	1.125
віщий	1.5
в’янення	-2.0
гавані	-2.0
гадюка	-2.0
газ	1.0
газета	1.13
гайдамацтво	-2.0
галактика	1.4
галантний	2.0
галантно	2.0
галас	-1.2
галасливий	-1.0
галасливо	-2.0
галерея	1.4
галичина	1.38
гальмо	-0.9333333333333332
гальмування	-2.0
гальмувати	-1.2
галюцинація	-2.0
галюцинації	-2.0
галів	-2.0
ганебний	-1.9
ганьба	-1.9
ганьбити	-2.0
гаразд	1.8
гарант	1.0
гарантований	1.4000000000000001
гарантувати	1.3766666666666667
гарантійний	1.5
гарантія	1.38
гарбуз	1.13
гарезувати	2.0
гармата	-1.4
гарматний	-1.2
гармидер	-1.8
гармонізувати	2.0
гармонійний	1.5333333333333332
гармонійно	1.3
гармонія	1.315
гарненька	2.0
гарненький	1.5
гарненько	1.5
гарний	1.815
гарно	1.5
гарнір	1.2
гарпія	-2.0
гаррі поттер	1.4
гарчати	-2.0
гаряча голова	-2.0
гарячий	1.315
гарячий пиріг	2.0
гарячковий	-2.0
гарячі	2.0
гарячі пиріжки	2.0
гасла	-2.0
гаснути	-2.0
гаспид	-2.0
гасіння	1.2
гвалтувати	-1.5
гегемонізм	-2.0
гегемоністичний	-2.0
гегемонія	-2.0
гедоністичний	-2.0
гейнсей	-2.0
гекл	-2.0
ген	1.0
генералісимус	1.5
генерація	1.6
генерувати	1.2
геноцид	-2.0
геніальний	1.5
геніальність	2.0
геній	2.0
геодинаміка	1.2
геолог	1.0
геополітика	1.2
геракл	1.4
герб	1.2
герой	1.5833333333333333
геройство	1.5
героїв	2.0
героїзувати	2.0
героїн	-2.0
героїня	1.5
героїчний	2.0
героїчно	1.0
герцог	1.0
гетто	-2.0
геть	-1.2
гетьман	1.4
гидота	-1.5999999999999999
гидувати	-1.5
гинути	-1.5999999999999999
глазур	1.0
глибокий	1.065
глибоко	1.1
глибокодумний	1.5
глузливий	-2.0
глузливість	-2.0
глузували	-2.0
глузування	-1.2
глузувати	-1.7
глузує	-2.0
глухий	-1.625
глухий удар	-2.0
глушини	-2.0
глюк	-2.0
глюки	-2.0
гліб	-2.0
гнаний	-1.5
гнида	-2.0
гнилий	-1.6
гнисти	-2.0
гнити	-1.8
гниття	-2.0
гнобитель	-2.0
гнобителі	-2.0
гнобити	-1.5
гнути	-2.0
гнучкий	1.6
гнучкі	2.0
гнучкість	1.4
гнів	-1.315
гнівний	-1.5
гніт	-2.0
гнітити	-2.0
гнітюча	-2.0
гнітючий	-1.5
гнітючість	-2.0
говорити	1.0
годовий	-2.0
годування	1.0
годувати	1.25
годіння	-2.0
гол	1.0
голландці	1.0
голлівуд	1.0
голова	1.25
головне	2.0
головний	1.38
голод	-1.94
голодний	-1.7
голодомор	-1.6666666666666667
